ID,X,Y,W,H,C_X,CY
278,280.0,784.0,7.0,7.0,284.0,788.0
279,500.0,106.0,7.0,7.0,504.0,110.0
280,184.0,546.0,7.0,7.0,188.0,550.0
281,253.0,103.0,7.0,7.0,256.0,106.0
282,706.0,396.0,7.0,7.0,710.0,400.0
283,670.0,742.0,7.0,7.0,674.0,746.0
284,-0.0,392.0,6.0,6.0,3.0,396.0
285,744.0,270.0,7.0,7.0,748.0,274.0
286,588.0,296.0,7.0,7.0,592.0,300.0
287,607.0,109.0,7.0,7.0,610.0,112.0
288,686.0,550.0,7.0,7.0,690.0,554.0
289,268.0,552.0,7.0,7.0,272.0,556.0
290,528.0,108.0,7.0,7.0,532.0,112.0
291,551.0,773.0,7.0,7.0,554.0,776.0
292,226.0,109.0,7.0,7.0,230.0,112.0
293,538.0,742.0,7.0,7.0,542.0,746.0
294,660.0,562.0,7.0,7.0,664.0,566.0
295,120.0,492.0,7.0,7.0,124.0,496.0
296,358.0,298.0,7.0,7.0,362.0,302.0
297,698.0,768.0,7.0,7.0,702.0,772.0
298,467.0,442.0,7.0,7.0,470.0,446.0
299,472.0,298.0,7.0,7.0,476.0,302.0
300,306.0,544.0,7.0,7.0,310.0,548.0
301,780.0,542.0,7.0,7.0,784.0,546.0
302,550.0,100.0,7.0,7.0,554.0,104.0
303,102.0,498.0,7.0,7.0,106.0,502.0
304,16.0,778.0,7.0,7.0,20.0,782.0
305,248.0,72.0,7.0,7.0,252.0,76.0
306,350.0,75.0,7.0,7.0,354.0,78.0
307,260.0,288.0,7.0,7.0,264.0,292.0
308,136.0,78.0,7.0,7.0,140.0,82.0
309,140.0,786.0,7.0,7.0,144.0,790.0
310,6.0,78.0,7.0,7.0,10.0,82.0
311,688.0,520.0,7.0,7.0,692.0,524.0
312,376.0,752.0,7.0,7.0,380.0,756.0
313,714.0,70.0,7.0,7.0,718.0,74.0
314,584.0,598.0,7.0,7.0,588.0,602.0
315,520.0,520.0,7.0,7.0,524.0,524.0
316,58.0,280.0,7.0,7.0,62.0,284.0
317,70.0,524.0,7.0,7.0,74.0,528.0
318,160.0,502.0,7.0,7.0,164.0,506.0
319,566.0,762.0,7.0,7.0,570.0,766.0
320,470.0,750.0,7.0,7.0,474.0,754.0
321,613.0,236.0,7.0,7.0,616.0,240.0
322,240.0,500.0,7.0,7.0,244.0,504.0
323,454.0,96.0,7.0,7.0,458.0,100.0
324,392.0,186.0,7.0,7.0,396.0,190.0
325,402.0,786.0,7.0,7.0,406.0,790.0
326,184.0,686.0,7.0,7.0,188.0,690.0
327,514.0,206.0,7.0,7.0,518.0,210.0
328,594.0,572.0,7.0,7.0,598.0,576.0
329,562.0,18.0,7.0,7.0,566.0,22.0
330,122.0,638.0,7.0,7.0,126.0,642.0
331,559.0,29.0,7.0,7.0,562.0,32.0
332,304.0,706.0,7.0,7.0,308.0,710.0
333,228.0,640.0,7.0,7.0,232.0,644.0
334,748.0,642.0,7.0,7.0,752.0,646.0
335,600.0,20.0,7.0,7.0,604.0,24.0
336,80.0,644.0,7.0,7.0,84.0,648.0
337,60.0,702.0,7.0,7.0,64.0,706.0
338,702.0,644.0,7.0,7.0,706.0,648.0
339,690.0,646.0,7.0,7.0,694.0,650.0
340,560.0,190.0,7.0,7.0,564.0,194.0
341,522.0,652.0,7.0,7.0,526.0,656.0
342,668.0,240.0,7.0,7.0,672.0,244.0
343,230.0,660.0,7.0,7.0,234.0,664.0
344,352.0,156.0,7.0,7.0,356.0,160.0
345,550.0,666.0,7.0,7.0,554.0,670.0
346,302.0,694.0,7.0,7.0,306.0,698.0
347,398.0,88.0,7.0,7.0,402.0,92.0
348,606.0,674.0,7.0,7.0,610.0,678.0
349,284.0,676.0,7.0,7.0,288.0,680.0
350,684.0,686.0,7.0,7.0,688.0,690.0
351,692.0,160.0,7.0,7.0,696.0,164.0
352,716.0,232.0,7.0,7.0,720.0,236.0
353,568.0,342.0,7.0,7.0,572.0,346.0
354,648.0,678.0,7.0,7.0,652.0,682.0
355,425.0,620.0,7.0,7.0,428.0,624.0
356,376.0,638.0,7.0,7.0,380.0,642.0
357,464.0,632.0,7.0,7.0,468.0,636.0
358,564.0,142.0,7.0,7.0,568.0,146.0
359,370.0,120.0,7.0,7.0,374.0,124.0
360,178.0,582.0,7.0,7.0,182.0,586.0
361,122.0,788.0,7.0,7.0,126.0,792.0
362,480.0,292.0,7.0,7.0,484.0,296.0
363,381.0,645.0,7.0,7.0,384.0,648.0
364,542.0,126.0,7.0,7.0,546.0,130.0
365,222.0,586.0,7.0,7.0,226.0,590.0
366,421.0,561.0,7.0,7.0,424.0,564.0
367,206.0,592.0,7.0,7.0,210.0,596.0
368,164.0,724.0,7.0,7.0,168.0,728.0
369,720.0,262.0,7.0,7.0,724.0,266.0
370,124.0,598.0,7.0,7.0,128.0,602.0
371,734.0,724.0,7.0,7.0,738.0,728.0
372,174.0,740.0,7.0,7.0,178.0,744.0
373,506.0,598.0,7.0,7.0,510.0,602.0
374,400.0,258.0,7.0,7.0,404.0,262.0
375,602.0,602.0,7.0,7.0,606.0,606.0
376,454.0,722.0,7.0,7.0,458.0,726.0
377,-1.0,236.0,6.0,6.0,2.0,240.0
