ID,X,Y,W,H,C_X,CY
426,213.0,757.0,7.0,7.0,216.0,760.0
427,378.0,344.0,7.0,7.0,382.0,348.0
428,339.0,58.0,7.0,7.0,342.0,62.0
429,150.0,502.0,7.0,7.0,154.0,506.0
430,390.0,278.0,7.0,7.0,394.0,282.0
431,42.0,84.0,7.0,7.0,46.0,88.0
432,93.0,727.0,7.0,7.0,96.0,730.0
433,634.0,-0.0,6.0,6.0,638.0,3.0
434,47.0,701.0,7.0,7.0,50.0,704.0
435,208.0,357.0,7.0,7.0,212.0,360.0
436,252.0,266.0,7.0,7.0,256.0,270.0
437,172.0,82.0,7.0,7.0,176.0,86.0
438,156.0,338.0,7.0,7.0,160.0,342.0
439,634.0,624.0,7.0,7.0,638.0,628.0
440,596.0,676.0,7.0,7.0,600.0,680.0
441,562.0,506.0,7.0,7.0,566.0,510.0
442,514.0,76.0,7.0,7.0,518.0,80.0
443,762.0,676.0,7.0,7.0,766.0,680.0
444,74.0,498.0,7.0,7.0,78.0,502.0
445,560.0,70.0,7.0,7.0,564.0,74.0
446,585.0,623.0,7.0,7.0,588.0,626.0
447,346.0,514.0,7.0,7.0,350.0,518.0
448,240.0,70.0,7.0,7.0,244.0,74.0
449,752.0,86.0,7.0,7.0,756.0,90.0
450,190.0,86.0,7.0,7.0,194.0,90.0
451,24.0,72.0,7.0,7.0,28.0,76.0
452,57.0,639.0,7.0,7.0,60.0,642.0
453,606.0,678.0,7.0,7.0,610.0,682.0
454,204.0,506.0,7.0,7.0,208.0,510.0
455,28.0,272.0,7.0,7.0,32.0,276.0
456,728.0,502.0,7.0,7.0,732.0,506.0
457,638.0,64.0,7.0,7.0,642.0,68.0
458,404.0,64.0,7.0,7.0,408.0,68.0
459,768.0,266.0,7.0,7.0,772.0,270.0
460,518.0,266.0,7.0,7.0,522.0,270.0
461,113.0,578.0,7.0,7.0,116.0,582.0
462,99.0,661.0,7.0,7.0,102.0,664.0
463,18.0,696.0,7.0,7.0,22.0,700.0
464,22.0,526.0,7.0,7.0,26.0,530.0
465,746.0,252.0,7.0,7.0,750.0,256.0
466,150.0,280.0,7.0,7.0,154.0,284.0
467,476.0,558.0,7.0,7.0,480.0,562.0
468,-0.0,655.0,6.0,6.0,3.0,658.0
469,348.0,322.0,7.0,7.0,352.0,326.0
470,28.0,790.0,7.0,7.0,32.0,794.0
471,500.0,298.0,7.0,7.0,504.0,302.0
472,330.0,770.0,7.0,7.0,334.0,774.0
473,564.0,298.0,7.0,7.0,568.0,302.0
474,340.0,300.0,7.0,7.0,344.0,304.0
475,646.0,300.0,7.0,7.0,650.0,304.0
476,472.0,24.0,7.0,7.0,476.0,28.0
477,334.0,564.0,7.0,7.0,338.0,568.0
478,696.0,564.0,7.0,7.0,700.0,568.0
479,376.0,566.0,7.0,7.0,380.0,570.0
480,385.0,18.0,7.0,7.0,388.0,22.0
481,480.0,298.0,7.0,7.0,484.0,302.0
482,737.0,332.0,7.0,7.0,740.0,336.0
483,108.0,694.0,7.0,7.0,112.0,698.0
484,0.0,18.0,7.0,7.0,4.0,22.0
485,396.0,302.0,7.0,7.0,400.0,306.0
486,516.0,14.0,7.0,7.0,520.0,18.0
487,653.0,553.0,7.0,7.0,656.0,556.0
488,432.0,594.0,7.0,7.0,436.0,598.0
489,126.0,576.0,7.0,7.0,130.0,580.0
490,586.0,306.0,7.0,7.0,590.0,310.0
491,314.0,4.0,7.0,7.0,318.0,8.0
492,750.0,4.0,7.0,7.0,754.0,8.0
493,598.0,776.0,7.0,7.0,602.0,780.0
494,406.0,0.0,7.0,7.0,410.0,4.0
495,206.0,586.0,7.0,7.0,210.0,590.0
496,692.0,684.0,7.0,7.0,696.0,688.0
497,366.0,604.0,7.0,7.0,370.0,608.0
498,70.0,296.0,7.0,7.0,74.0,300.0
499,662.0,554.0,7.0,7.0,666.0,558.0
500,724.0,336.0,7.0,7.0,728.0,340.0
501,369.0,85.0,7.0,7.0,372.0,88.0
502,324.0,284.0,7.0,7.0,328.0,288.0
503,476.0,612.0,7.0,7.0,480.0,616.0
504,628.0,696.0,7.0,7.0,632.0,700.0
505,546.0,612.0,7.0,7.0,550.0,616.0
506,114.0,792.0,7.0,7.0,118.0,796.0
507,716.0,536.0,7.0,7.0,720.0,540.0
508,470.0,46.0,7.0,7.0,474.0,50.0
509,126.0,790.0,7.0,7.0,130.0,794.0
510,460.0,536.0,7.0,7.0,464.0,540.0
511,496.0,610.0,7.0,7.0,500.0,614.0
512,64.0,330.0,7.0,7.0,68.0,334.0
513,44.0,610.0,7.0,7.0,48.0,614.0
514,298.0,44.0,7.0,7.0,302.0,48.0
515,427.0,539.0,7.0,7.0,430.0,542.0
516,348.0,682.0,7.0,7.0,352.0,686.0
517,752.0,682.0,7.0,7.0,756.0,686.0
518,34.0,326.0,7.0,7.0,38.0,330.0
519,116.0,38.0,7.0,7.0,120.0,42.0
520,556.0,38.0,7.0,7.0,560.0,42.0
521,684.0,606.0,7.0,7.0,688.0,610.0
522,270.0,548.0,7.0,7.0,274.0,552.0
523,676.0,280.0,7.0,7.0,680.0,284.0
524,734.0,548.0,7.0,7.0,738.0,552.0
525,446.0,546.0,7.0,7.0,450.0,550.0
526,582.0,546.0,7.0,7.0,586.0,550.0
527,480.0,194.0,7.0,7.0,484.0,198.0
528,94.0,40.0,7.0,7.0,98.0,44.0
529,576.0,544.0,7.0,7.0,580.0,548.0
530,431.0,153.0,7.0,7.0,434.0,156.0
531,412.0,768.0,7.0,7.0,416.0,772.0
532,554.0,712.0,7.0,7.0,558.0,716.0
533,242.0,450.0,7.0,7.0,246.0,454.0
534,766.0,100.0,7.0,7.0,770.0,104.0
535,218.0,170.0,7.0,7.0,222.0,174.0
536,548.0,426.0,7.0,7.0,552.0,430.0
537,575.0,728.0,7.0,7.0,578.0,732.0
538,148.0,238.0,7.0,7.0,152.0,242.0
539,466.0,432.0,7.0,7.0,470.0,436.0
540,548.0,398.0,7.0,7.0,552.0,402.0
541,532.0,434.0,7.0,7.0,536.0,438.0
542,634.0,166.0,7.0,7.0,638.0,170.0
543,692.0,668.0,7.0,7.0,696.0,672.0
544,674.0,507.0,7.0,7.0,678.0,510.0
545,158.0,160.0,7.0,7.0,162.0,164.0
546,690.0,156.0,7.0,7.0,694.0,160.0
547,584.0,156.0,7.0,7.0,588.0,160.0
548,268.0,685.0,7.0,7.0,272.0,688.0
549,432.0,730.0,7.0,7.0,436.0,734.0
550,498.0,730.0,7.0,7.0,502.0,734.0
551,102.0,492.0,7.0,7.0,106.0,496.0
552,564.0,672.0,7.0,7.0,568.0,676.0
553,342.0,144.0,7.0,7.0,346.0,148.0
554,159.0,43.0,7.0,7.0,162.0,46.0
555,312.0,448.0,7.0,7.0,316.0,452.0
556,524.0,244.0,7.0,7.0,528.0,248.0
557,408.0,734.0,7.0,7.0,412.0,738.0
558,648.0,728.0,7.0,7.0,652.0,732.0
559,446.0,144.0,7.0,7.0,450.0,148.0
560,546.0,146.0,7.0,7.0,550.0,150.0
561,330.0,370.0,7.0,7.0,334.0,374.0
