ID,X,Y,W,H,C_X,CY
395,350.0,738.0,7.0,7.0,354.0,742.0
396,694.0,164.0,7.0,7.0,698.0,168.0
397,534.0,770.0,7.0,7.0,538.0,774.0
398,624.0,618.0,7.0,7.0,628.0,622.0
399,278.0,522.0,7.0,7.0,282.0,526.0
400,550.0,564.0,7.0,7.0,554.0,568.0
401,724.0,638.0,7.0,7.0,728.0,642.0
402,624.0,734.0,7.0,7.0,628.0,738.0
403,374.0,734.0,7.0,7.0,378.0,738.0
404,674.0,770.0,7.0,7.0,678.0,774.0
405,488.0,644.0,7.0,7.0,492.0,648.0
406,400.0,744.0,7.0,7.0,404.0,748.0
407,610.0,634.0,7.0,7.0,614.0,638.0
408,282.0,517.0,7.0,7.0,286.0,520.0
409,306.0,516.0,7.0,7.0,310.0,520.0
410,262.0,634.0,7.0,7.0,266.0,638.0
411,742.0,642.0,7.0,7.0,746.0,646.0
412,368.0,746.0,7.0,7.0,372.0,750.0
413,266.0,784.0,7.0,7.0,270.0,788.0
414,18.0,638.0,7.0,7.0,22.0,642.0
415,174.0,770.0,7.0,7.0,178.0,774.0
416,676.0,678.0,7.0,7.0,680.0,682.0
417,508.0,770.0,7.0,7.0,512.0,774.0
418,26.0,736.0,7.0,7.0,30.0,740.0
419,506.0,640.0,7.0,7.0,510.0,644.0
420,125.0,202.0,7.0,7.0,128.0,206.0
421,72.0,692.0,7.0,7.0,76.0,696.0
422,654.0,636.0,7.0,7.0,658.0,640.0
423,704.0,518.0,7.0,7.0,708.0,522.0
424,26.0,750.0,7.0,7.0,30.0,754.0
425,282.0,726.0,7.0,7.0,286.0,730.0
426,508.0,580.0,7.0,7.0,512.0,584.0
427,750.0,517.0,7.0,7.0,754.0,520.0
428,764.0,677.0,7.0,7.0,768.0,680.0
429,755.0,295.0,7.0,7.0,758.0,298.0
430,232.0,534.0,7.0,7.0,236.0,538.0
431,150.0,552.0,7.0,7.0,154.0,556.0
432,137.0,382.0,7.0,7.0,140.0,386.0
433,108.0,552.0,7.0,7.0,112.0,556.0
434,660.0,656.0,7.0,7.0,664.0,660.0
435,192.0,778.0,7.0,7.0,196.0,782.0
436,606.0,728.0,7.0,7.0,610.0,732.0
437,-0.0,601.0,6.0,6.0,3.0,604.0
438,310.0,658.0,7.0,7.0,314.0,662.0
439,446.0,794.0,7.0,7.0,450.0,798.0
440,460.0,464.0,7.0,7.0,464.0,468.0
441,700.0,660.0,7.0,7.0,704.0,664.0
442,206.0,598.0,7.0,7.0,210.0,602.0
443,64.0,664.0,7.0,7.0,68.0,668.0
444,788.0,662.0,7.0,7.0,792.0,666.0
445,756.0,792.0,7.0,7.0,760.0,796.0
446,334.0,550.0,7.0,7.0,338.0,554.0
447,255.0,763.0,7.0,7.0,258.0,766.0
448,502.0,548.0,7.0,7.0,506.0,552.0
449,602.0,586.0,7.0,7.0,606.0,590.0
450,3.0,127.0,7.0,7.0,6.0,130.0
451,602.0,720.0,7.0,7.0,606.0,724.0
452,422.0,750.0,7.0,7.0,426.0,754.0
453,730.0,580.0,7.0,7.0,734.0,584.0
454,738.0,752.0,7.0,7.0,742.0,756.0
455,436.0,734.0,7.0,7.0,440.0,738.0
456,118.0,618.0,7.0,7.0,122.0,622.0
457,20.0,646.0,7.0,7.0,24.0,650.0
458,12.0,556.0,7.0,7.0,16.0,560.0
459,184.0,754.0,7.0,7.0,188.0,758.0
460,390.0,698.0,7.0,7.0,394.0,702.0
461,428.0,280.0,7.0,7.0,432.0,284.0
462,300.0,648.0,7.0,7.0,304.0,652.0
463,38.0,770.0,7.0,7.0,42.0,774.0
464,640.0,650.0,7.0,7.0,644.0,654.0
465,428.0,536.0,7.0,7.0,432.0,540.0
466,340.0,652.0,7.0,7.0,344.0,656.0
467,736.0,699.0,7.0,7.0,740.0,702.0
468,554.0,616.0,7.0,7.0,558.0,620.0
469,508.0,528.0,7.0,7.0,512.0,532.0
470,776.0,724.0,7.0,7.0,780.0,728.0
